,Id,Value,Date
368,Sistema,89652200,2014-10-04
369,Sistema,90733900,2014-10-05
370,Sistema,110195900,2014-10-06
371,Sistema,200208900,2014-10-07
372,Sistema,192831500,2014-10-08
373,Sistema,277464200,2014-10-09
374,Sistema,196813500,2014-10-10
375,Sistema,183867000,2014-10-11
376,Sistema,184559100,2014-10-12
377,Sistema,229583500,2014-10-13
378,Sistema,174551500,2014-10-14
379,Sistema,167037600,2014-10-15
380,Sistema,160418100,2014-10-16
381,Sistema,147283800,2014-10-17
382,Sistema,185270700,2014-10-18
383,Sistema,166375800,2014-10-19
384,Sistema,138649500,2014-10-20
385,Sistema,118235000,2014-10-21
386,Sistema,157336800,2014-10-22
387,Sistema,143216100,2014-10-23
388,Sistema,159735900,2014-10-24
389,Sistema,132772700,2014-10-25
390,Sistema,193654300,2014-10-26
391,Sistema,134630400,2014-10-27
392,Sistema,129520300,2014-10-28
393,Sistema,146805300,2014-10-29
394,Sistema,172093200,2014-10-30
395,Sistema,189329200,2014-10-31
396,Sistema,154701500,2014-11-01
397,Sistema,126003500,2014-11-02
398,Sistema,105207200,2014-11-03
399,Sistema,117523100,2014-11-04
400,Sistema,125959000,2014-11-05
401,Sistema,160879000,2014-11-06
402,Sistema,170572800,2014-11-07
403,Sistema,156647900,2014-11-08
404,Sistema,150704500,2014-11-09
405,Sistema,202737400,2014-11-10
406,Sistema,248896300,2014-11-11
407,Sistema,244472900,2014-11-12
408,Sistema,219527700,2014-11-13
409,Sistema,224720100,2014-11-14
410,Sistema,152625200,2014-11-15
411,Sistema,177367100,2014-11-16
412,Sistema,141132100,2014-11-17
413,Sistema,135096900,2014-11-18
414,Sistema,168774300,2014-11-19
415,Sistema,131240800,2014-11-20
416,Sistema,138596000,2014-11-21
417,Sistema,155251100,2014-11-22
418,Sistema,157266900,2014-11-23
419,Sistema,179765300,2014-11-24
420,Sistema,137970800,2014-11-25
421,Sistema,130080300,2014-11-26
422,Sistema,119981200,2014-11-27
423,Sistema,103624400,2014-11-28
424,Sistema,92038800,2014-11-29
425,Sistema,119050700,2014-11-30
426,Sistema,153483900,2014-12-01
427,Sistema,117519600,2014-12-02
428,Sistema,88442000,2014-12-03
429,Sistema,96075500,2014-12-04
430,Sistema,101775900,2014-12-05
431,Sistema,107908800,2014-12-06
432,Sistema,132769000,2014-12-07
433,Sistema,134714700,2014-12-08
434,Sistema,155101000,2014-12-09
435,Sistema,172244600,2014-12-10
436,Sistema,179236400,2014-12-11
437,Sistema,161817500,2014-12-12
438,Sistema,150543800,2014-12-13
439,Sistema,180879300,2014-12-14
440,Sistema,158055900,2014-12-15
441,Sistema,154940800,2014-12-16
442,Sistema,125810300,2014-12-17
443,Sistema,122526000,2014-12-18
444,Sistema,116538700,2014-12-19
445,Sistema,127402400,2014-12-20
446,Sistema,119748400,2014-12-21
447,Sistema,109013000,2014-12-22
448,Sistema,95349700,2014-12-23
449,Sistema,87819800,2014-12-24
450,Sistema,95790600,2014-12-25
451,Sistema,83608500,2014-12-26
452,Sistema,77374300,2014-12-27
453,Sistema,80865500,2014-12-28
454,Sistema,73122700,2014-12-29
455,Sistema,76878600,2014-12-30
456,Sistema,80933400,2014-12-31
457,Sistema,66256200,2015-01-01
458,Sistema,64876900,2015-01-02
459,Sistema,64367700,2015-01-03
460,Sistema,57184800,2015-01-04
461,Sistema,55485100,2015-01-05
462,Sistema,59272500,2015-01-06
463,Sistema,53695100,2015-01-07
464,Sistema,49434400,2015-01-08
465,Sistema,57623300,2015-01-09
466,Sistema,52979000,2015-01-10
467,Sistema,60622400,2015-01-11
468,Sistema,61696900,2015-01-12
469,Sistema,75203000,2015-01-13
470,Sistema,55014500,2015-01-14
471,Sistema,65634000,2015-01-15
472,Sistema,64313100,2015-01-16
473,Sistema,74673700,2015-01-17
474,Sistema,75820700,2015-01-18
475,Sistema,86441500,2015-01-19
476,Sistema,78870100,2015-01-20
477,Sistema,102883700,2015-01-21
478,Sistema,123201900,2015-01-22
479,Sistema,132902700,2015-01-23
480,Sistema,100096200,2015-01-24
481,Sistema,82292400,2015-01-25
482,Sistema,62613900,2015-01-26
483,Sistema,75961900,2015-01-27
484,Sistema,76108500,2015-01-28
485,Sistema,71313000,2015-01-29
486,Sistema,79387800,2015-01-30
487,Sistema,101992600,2015-01-31
488,Sistema,144963500,2015-02-01
489,Sistema,104001500,2015-02-02
490,Sistema,99763800,2015-02-03
491,Sistema,78639000,2015-02-04
492,Sistema,68296800,2015-02-05
493,Sistema,97878500,2015-02-06
494,Sistema,87883900,2015-02-07
495,Sistema,117325500,2015-02-08
496,Sistema,120050700,2015-02-09
497,Sistema,141358300,2015-02-10
498,Sistema,119889700,2015-02-11
499,Sistema,89347500,2015-02-12
500,Sistema,199669600,2015-02-13
501,Sistema,116989300,2015-02-14
502,Sistema,98369300,2015-02-15
503,Sistema,83986400,2015-02-16
504,Sistema,76701200,2015-02-17
505,Sistema,67561900,2015-02-18
