,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
241,Sistema,Sistema,461.22,462.22,451.54,451.54,451.54,462.22,463.22,464.72,464.77,464.77,464.77,465.22,464.77,464.77,464.77,464.77,464.77,464.77,464.77,464.77,465.22,465.22,464.72,463.22,2014-05-30
242,Sistema,Sistema,461.25,418.25,418.25,415.25,415.25,418.25,418.25,462.25,464.8,464.8,464.8,465.25,465.25,464.8,464.8,464.8,464.8,464.8,464.8,465.25,464.8,464.8,464.8,461.25,2014-05-31
243,Sistema,Sistema,460.55,420.55,280.55,280.55,280.55,280.55,280.55,460.55,460.55,460.55,460.55,460.55,460.55,460.55,460.55,460.55,460.55,460.55,461.65,461.65,461.65,460.55,460.55,460.55,2014-06-01
244,Sistema,Sistema,280.57,280.57,280.57,280.57,280.57,280.57,280.57,280.57,280.57,415.47,418.47,440.47,466.47,440.47,440.47,418.47,418.47,415.47,466.47,466.47,466.47,418.47,410.47,280.57,2014-06-02
245,Sistema,Sistema,277.23,275.23,275.23,275.23,277.23,279.23,400.23,460.23,468.73,468.73,468.73,468.73,468.73,468.73,468.73,468.73,468.73,468.73,469.23,469.73,469.73,469.23,468.73,468.73,2014-06-03
246,Sistema,Sistema,320.08,320.08,320.08,320.08,320.08,461.08,466.08,466.08,466.08,466.08,470.08,470.08,470.08,470.08,470.18,470.08,470.08,470.08,470.18,471.08,470.18,466.08,466.08,461.08,2014-06-04
247,Sistema,Sistema,461.3,275.3,275.3,275.3,275.3,470.3,461.3,470.3,470.3,470.3,470.3,471.8,470.3,470.3,470.3,470.3,470.3,470.3,471.8,473.9,470.3,470.3,470.3,461.3,2014-06-05
248,Sistema,Sistema,471.56,471.56,471.56,471.56,471.56,471.56,471.56,473.06,473.86,474.09,474.11,474.11,474.11,474.11,474.11,474.11,474.11,474.11,474.11,474.11,474.11,474.11,473.06,471.56,2014-06-06
249,Sistema,Sistema,473.04,473.04,472.04,472.04,472.04,472.04,472.54,472.64,473.04,473.04,473.67,473.72,473.72,473.67,473.67,473.04,473.04,473.04,473.72,473.72,473.72,473.67,473.04,472.04,2014-06-07
250,Sistema,Sistema,460.04,460.04,460.04,460.04,460.04,460.04,460.04,460.04,460.04,469.54,469.54,469.54,469.54,469.54,469.54,469.54,469.54,469.54,472.04,472.64,472.49,472.04,472.04,469.54,2014-06-08
251,Sistema,Sistema,167.03,167.03,167.03,167.03,167.03,390.37,415.37,420.37,420.37,420.37,458.37,458.37,458.37,458.37,458.37,458.37,458.37,420.37,472.97,474.05,472.97,458.37,420.37,415.37,2014-06-09
252,Sistema,Sistema,162.66,162.66,162.66,160.27,162.66,392.35,392.35,392.35,410.25,410.25,415.35,415.35,415.35,410.25,415.35,415.35,415.35,415.35,474.03,474.03,474.03,415.35,392.35,392.35,2014-06-10
253,Sistema,Sistema,357.91,357.91,357.91,357.91,357.91,380.04,380.04,380.04,389.94,472.64,473.72,473.72,473.72,473.72,473.72,473.72,473.72,472.64,473.72,473.72,473.72,472.64,389.04,380.04,2014-06-11
254,Sistema,Sistema,340.36,340.36,340.36,340.36,340.36,340.36,344.75,355.36,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,467.96,355.36,340.36,2014-06-12
255,Sistema,Sistema,315.33,315.33,250.33,264.03,315.33,315.33,315.33,319.58,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,462.83,319.58,315.33,2014-06-13
256,Sistema,Sistema,318.35,295.19,295.19,295.19,295.19,295.19,295.19,400.35,440.34,440.34,440.34,440.34,440.34,440.34,440.34,440.34,440.34,440.34,440.34,441.35,440.34,440.34,400.35,318.35,2014-06-14
257,Sistema,Sistema,300.24,300.24,163.6,163.6,163.6,163.6,163.6,225.24,300.24,300.24,360.24,390.24,390.24,390.24,360.24,300.24,300.24,300.24,390.24,390.24,390.24,390.24,390.24,300.24,2014-06-15
258,Sistema,Sistema,164.4,164.4,123.05,150.92,164.4,164.4,226.05,351.05,351.05,422.25,422.25,422.25,422.25,422.25,422.25,422.25,422.25,351.05,422.25,422.25,422.25,351.05,351.05,321.05,2014-06-16
259,Sistema,Sistema,159.7,159.7,80.39,80.39,151.22,159.7,301.35,345.85,345.85,352.35,352.35,352.35,352.35,352.35,352.35,352.35,352.35,345.85,352.35,352.35,352.35,352.35,345.85,345.85,2014-06-17
260,Sistema,Sistema,225.28,158.65,148.29,154,158.65,200.28,340.28,340.28,340.28,340.28,435.28,447.08,435.28,447.08,447.08,447.08,340.28,340.28,435.28,447.08,447.08,340.28,340.28,299.09,2014-06-18
261,Sistema,Sistema,158.92,158.92,158.92,158.92,158.92,158.92,310.55,431.75,431.75,431.75,460.55,431.75,431.75,431.75,460.55,460.55,460.55,431.75,460.55,461.55,460.55,431.75,431.75,310.55,2014-06-19
262,Sistema,Sistema,176.8,176.8,176.8,176.8,176.8,330.8,330.8,415.8,415.8,425.8,450.8,462.8,450.8,425.8,450.8,450.8,425.8,425.8,425.8,462.8,425.8,415.8,415.8,415.8,2014-06-20
263,Sistema,Sistema,174.51,174.51,174.51,174.51,174.51,174.51,174.51,340.31,340.31,340.31,409.31,410.31,409.31,409.31,466.31,340.31,340.31,340.31,409.31,410.31,409.31,340.31,340.31,466.31,2014-06-21
264,Sistema,Sistema,158.51,158.51,149.42,149.42,149.42,149.42,149.42,151,158.51,158.51,320.52,320.52,320.52,320.52,225.52,158.51,158.51,158.51,320.52,320.52,320.52,320.52,320.52,158.51,2014-06-22
265,Sistema,Sistema,156.03,156.03,149.23,151.17,151.17,151.17,149.23,156.03,258.69,258.69,258.69,258.69,258.69,258.69,258.69,258.69,258.69,258.69,258.69,315.69,258.69,258.69,258.69,252.15,2014-06-23
266,Sistema,Sistema,350.18,350.18,155.34,155.34,225.18,350.18,350.18,380.18,390.18,390.18,390.18,390.18,390.18,390.18,390.18,390.18,390.18,390.18,390.18,410.18,390.18,390.18,380.18,350.18,2014-06-24
267,Sistema,Sistema,155.66,155.66,155.66,155.66,155.66,155.66,320.49,320.49,360.49,360.49,360.49,389.49,360.49,360.49,360.49,360.49,360.49,360.49,360.49,389.49,360.49,360.49,320.49,320.49,2014-06-25
268,Sistema,Sistema,151.15,151.15,151.15,151.15,151.15,151.15,151.15,160.85,290.85,305.85,318.85,318.85,318.85,318.85,318.85,318.85,318.85,305.85,318.85,318.85,318.85,290.85,160.85,155.77,2014-06-26
269,Sistema,Sistema,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,145.22,145.22,145.22,145.22,145.22,145.22,145.22,150.73,145.22,145.22,145.22,155.99,150.73,145.22,145.22,89.22,2014-06-27
270,Sistema,Sistema,121.7,121.7,80.35,80.35,80.35,121.7,121.7,121.7,122.2,122.2,131.2,246.2,142.01,131.2,142.01,121.7,121.7,121.7,121.7,142.01,131.2,122.2,121.7,121.7,2014-06-28
271,Sistema,Sistema,79.5,123.35,79.5,79.5,79.5,79.5,79.5,79.5,123.35,123.35,123.35,130.35,123.35,123.35,123.35,123.35,123.35,123.35,130.35,304.35,240.35,130.35,123.35,123.35,2014-06-29
272,Sistema,Sistema,153.77,90.88,90.88,90.88,90.88,90.88,90.88,90.88,90.88,90.88,90.88,159.39,159.39,159.39,159.39,107.88,107.88,107.88,165.88,165.88,165.88,165.88,159.39,153.77,2014-06-30
273,Sistema,Sistema,149.26,149.26,149.26,149.26,149.26,151.3,153.26,153.26,161.36,203.36,203.36,306.36,203.36,203.36,203.36,203.36,203.36,203.36,203.36,302.36,203.36,203.36,161.36,153.26,2014-07-01
274,Sistema,Sistema,131.89,131.89,131.89,131.89,131.89,147.51,149.78,156.39,156.39,156.39,156.39,156.39,156.39,156.39,156.39,156.39,156.39,156.39,162.89,162.89,162.89,162.89,156.39,156.39,2014-07-02
275,Sistema,Sistema,147.4,146.78,141.61,146.78,146.78,146.78,147.4,147.9,156.28,156.28,156.28,301.78,301.78,301.78,215.18,215.18,215.18,171.78,215.18,301.78,215.18,171.78,156.28,156.28,2014-07-03
276,Sistema,Sistema,150,150,145.84,145.84,148.11,150,150,160.22,171.22,171.22,171.22,175.22,171.22,171.22,160.22,150,150,150.85,171.22,175.22,171.22,171.22,150.85,150,2014-07-04
277,Sistema,Sistema,143.25,143.25,143.25,143.25,143.25,143.25,143.25,143.25,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,147.87,149.92,149.92,147.87,147.87,146.95,2014-07-05
278,Sistema,Sistema,135.95,135.95,135.95,135.95,135.95,135.95,135.95,135.95,135.95,146.47,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,148.65,200.85,200.85,160.85,147.05,147.05,2014-07-06
279,Sistema,Sistema,186.87,164.4,150.01,150.01,150.01,152.29,164.4,166.5,166.5,167.39,167.39,201.18,167.39,167.39,167.39,167.39,167.39,167.39,404.4,404.4,404.4,201.18,167.39,167.39,2014-07-07
280,Sistema,Sistema,163.64,163.25,163.25,163.25,163.25,163.64,163.64,165.75,320.75,320.75,320.75,380.75,320.75,380.75,380.75,380.75,380.75,320.75,320.75,380.75,320.75,320.75,165.75,163.64,2014-07-08
281,Sistema,Sistema,146.25,146.25,122.14,122.14,146.25,146.25,146.25,151.3,156.24,156.24,181.64,282.14,181.64,282.14,282.14,282.14,181.64,162.14,162.14,181.64,162.14,162.14,156.24,151.3,2014-07-09
282,Sistema,Sistema,142.01,142.01,142.01,142.01,142.01,142.01,142.01,157.96,157.96,157.96,163.51,164.06,163.51,163.51,164.06,164.06,164.06,163.51,164.06,174.01,164.06,163.51,157.96,142.01,2014-07-10
283,Sistema,Sistema,123.62,123.62,123.62,123.62,123.62,123.62,132.52,132.52,132.52,159.62,169.62,169.62,169.62,159.62,162.25,162.25,159.62,159.62,162.25,169.62,162.25,169.62,159.62,132.52,2014-07-11
284,Sistema,Sistema,101.02,101.02,101.02,101.02,101.02,101.02,101.02,150.92,150.92,154.47,156.02,156.02,156.02,156.02,154.47,154.47,154.47,150.92,156.02,351.02,386.02,154.47,150.92,148.91,2014-07-12
285,Sistema,Sistema,153.11,153.01,153.01,153.01,153.01,106.01,106.01,106.01,153.01,153.11,153.11,153.11,153.11,153.11,153.11,153.11,153.11,153.11,158.01,258.01,160.47,160.47,153.11,153.11,2014-07-13
286,Sistema,Sistema,96.17,96.17,96.17,96.17,103.17,151.17,152.17,152.17,153.17,153.17,153.62,159.17,153.62,153.17,153.17,153.17,153.17,153.17,159.17,166.17,159.17,153.62,153.62,152.17,2014-07-14
287,Sistema,Sistema,79.89,79.89,79.89,79.89,93.67,103.67,152.57,152.57,155.67,152.57,155.67,156.67,155.67,155.67,155.67,155.67,155.67,155.67,155.67,156.67,156.67,155.67,152.57,152.57,2014-07-15
288,Sistema,Sistema,41.42,41.42,41.42,41.42,42.42,126.42,126.42,155.73,155.73,156.42,156.97,158.92,158.92,158.92,158.92,158.92,156.42,155.73,156.42,158.92,158.92,155.73,151.42,42.42,2014-07-16
289,Sistema,Sistema,40.83,40.83,40.83,40.83,40.83,42.27,82.47,136.27,161.26,161.26,161.26,161.26,161.26,161.26,161.26,161.26,161.26,161.26,166.27,166.27,166.27,161.26,149.48,82.47,2014-07-17
290,Sistema,Sistema,39.93,39.93,39.93,39.93,39.93,41.36,135.36,152.75,159.35,159.35,159.35,165.36,159.35,159.35,159.35,159.35,159.35,159.35,159.35,165.36,159.35,159.35,152.75,159.35,2014-07-18
291,Sistema,Sistema,143.54,85.54,85.54,85.54,85.54,85.54,143.54,148.54,150.92,155.53,155.53,418.54,418.54,155.53,150.92,150.92,150.92,149.54,151.43,155.53,155.53,155.53,149.54,149.54,2014-07-19
292,Sistema,Sistema,150.44,85.99,149.54,85.99,85.99,85.99,85.99,150.44,150.44,150.44,152.54,152.54,152.54,152.54,152.54,151.43,150.44,150.44,152.54,383.54,154.43,154.43,150.44,150.44,2014-07-20
293,Sistema,Sistema,44.9,44.9,44.9,44.9,44.9,45.34,45.34,86.58,210.44,210.44,211.34,211.34,211.34,211.34,211.34,215.34,211.34,211.34,211.34,215.34,215.34,211.34,210.44,158.23,2014-07-21
294,Sistema,Sistema,40,40,39.56,39.56,81.23,154.67,204.1,204.1,204.9,206,206,210,206,206,210,210,206,206,210,300,210,206,204.1,204.1,2014-07-22
295,Sistema,Sistema,150.96,150.96,149.18,103.29,150.96,189.29,191.19,191.19,191.29,202.29,202.29,202.29,202.29,202.29,202.29,202.29,202.29,202.29,202.29,206.29,206.29,202.29,198.07,189.29,2014-07-23
296,Sistema,Sistema,151.41,150.23,113.74,77.27,77.27,151.41,151.41,181.74,191.74,200.74,200.74,202.74,200.74,200.74,202.74,202.74,202.74,200.74,202.74,202.74,202.74,200.74,191.74,151.41,2014-07-24
297,Sistema,Sistema,152.57,152.57,102.9,145.56,152.57,152.57,175.9,175.9,179.9,183.42,201.9,201.9,201.9,201.9,201.9,201.9,183.42,183.42,201.9,202.9,201.9,201.9,179.9,175.9,2014-07-25
298,Sistema,Sistema,155.5,155.5,150.99,150.99,155.5,155.5,155.5,155.5,165.61,165.61,175.51,175.51,175.51,175.51,165.61,165.61,155.5,165.61,200.51,205.51,200.51,175.51,155.5,155.5,2014-07-26
299,Sistema,Sistema,167.32,150.11,146.89,114.22,72.22,146.89,114.22,72.22,104.22,167.32,201.22,167.32,201.22,167.95,167.32,167.32,152.71,201.22,203.22,204.22,204.22,203.22,201.22,167.95,2014-07-27
300,Sistema,Sistema,185.71,182.51,150.75,150.75,182.51,190.71,190.71,190.71,201.71,202.71,202.71,395.71,202.71,350.71,350.71,350.71,350.71,370.71,395.71,395.71,395.71,395.71,202.71,201.71,2014-07-28
301,Sistema,Sistema,190.33,180.33,180.33,180.33,197.2,190.33,201.76,345.33,360.33,390.33,395.33,395.33,395.33,395.33,395.33,395.33,395.33,390.33,395.33,445.33,395.33,390.33,345.33,190.33,2014-07-29
302,Sistema,Sistema,189.89,189.89,189.89,196.76,189.89,196.76,354.89,354.89,434.89,389.89,419.89,434.89,419.89,419.89,434.89,419.89,419.89,419.89,434.89,444.89,444.89,419.89,359.89,354.89,2014-07-30
303,Sistema,Sistema,189.89,189.89,189.89,196.76,189.89,348.89,348.89,348.89,409.89,429.89,439.89,444.89,439.89,439.89,444.89,444.89,429.89,429.89,439.89,444.89,444.89,429.89,389.89,348.89,2014-07-31
304,Sistema,Sistema,194.24,194.24,201.11,194.24,194.24,349.24,349.24,394.24,394.94,394.94,434.24,434.24,434.24,434.24,434.24,434.24,434.04,394.94,434.24,441.24,434.04,394.94,394.94,349.24,2014-08-01
305,Sistema,Sistema,352.1,205.79,205.79,205.79,205.79,205.79,352.1,352.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,393.1,393.1,393.1,383.1,353.1,352.1,2014-08-02
306,Sistema,Sistema,184.12,154.45,154.12,154.12,154.12,154.12,117.12,154.12,154.12,159.25,184.12,184.12,194.12,194.12,184.12,184.12,159.25,159.25,194.12,354.12,354.12,201.66,194.12,159.25,2014-08-03
307,Sistema,Sistema,152.09,152.09,152.09,152.09,152.09,161.09,161.09,181.02,182.09,382.09,382.09,382.09,382.09,382.09,387.09,387.09,382.09,382.09,387.09,393.09,393.09,382.09,182.09,181.02,2014-08-04
308,Sistema,Sistema,222.43,162.43,162.43,162.43,162.43,222.43,222.43,252.43,252.43,342.43,382.43,382.43,342.43,342.43,382.43,342.43,342.43,252.43,342.43,382.43,382.43,342.43,252.43,252.43,2014-08-05
309,Sistema,Sistema,168.06,168.06,181.98,153.96,168.06,189.08,243.06,373.61,373.61,381.06,381.06,383.06,381.06,381.06,383.06,383.06,381.06,381.06,383.06,383.06,383.06,381.06,243.06,168.06,2014-08-06
310,Sistema,Sistema,232.7,212.7,160.37,160.37,160.37,181.62,160.37,212.7,232.7,232.7,264.53,362.7,362.7,362.7,362.7,232.7,232.7,232.7,362.7,388.7,362.7,265.09,232.7,212.99,2014-08-07
311,Sistema,Sistema,155.84,152.6,152.6,152.6,155.84,189.6,189.6,189.6,192.6,192.6,202.6,202.6,192.6,192.6,193.72,202.6,193.72,192.6,202.6,302.6,202.6,192.6,192.6,189.6,2014-08-08
312,Sistema,Sistema,157.91,157.91,150.8,150.8,156.15,156.15,157.91,158.91,158.91,162.91,162.91,162.91,162.91,162.91,162.91,158.91,158.91,158.91,162.91,162.91,162.91,162.91,158.91,158.91,2014-08-09
313,Sistema,Sistema,149.68,148.41,133.68,133.68,133.68,133.68,133.68,148.41,149.68,149.68,149.68,149.68,149.68,149.68,149.68,149.68,149.68,149.68,153.68,183.68,161.59,161.59,149.68,149.68,2014-08-10
314,Sistema,Sistema,140.49,140.49,122.49,122.49,140.49,140.49,141.49,141.49,155.75,156.49,182.49,182.49,156.49,156.49,182.49,220.54,220.54,182.49,352.49,352.49,220.54,156.49,156.49,141.49,2014-08-11
315,Sistema,Sistema,123.6,123.6,88.6,105.6,123.6,137.6,137.6,163.6,188.6,188.6,194.72,218.6,188.6,194.72,218.6,194.72,194.72,188.6,194.72,194.72,194.72,188.6,157.06,151.49,2014-08-12
316,Sistema,Sistema,123.66,123.66,123.66,123.66,128.66,154.66,154.66,154.66,155.16,155.16,155.16,173.66,155.16,155.16,155.16,155.16,155.16,155.16,155.16,193.66,155.16,155.16,155.12,154.66,2014-08-13
317,Sistema,Sistema,132.39,114.39,78.1,78.1,132.39,142.39,142.39,147.59,147.59,152.77,152.77,207.39,150.34,150.34,152.77,172.39,172.39,152.77,177.39,399.39,177.39,172.39,147.59,147.59,2014-08-14
318,Sistema,Sistema,146.86,142.69,142.69,142.69,142.69,147.69,147.69,152.93,172.69,197.69,197.69,197.69,197.69,197.69,197.69,197.69,197.69,171.69,197.69,371.69,197.69,197.69,162.69,162.69,2014-08-15
319,Sistema,Sistema,145.87,145.87,145.87,145.87,145.87,145.87,145.87,147.87,147.87,195.87,197.87,197.87,197.87,197.87,195.87,190.87,158.17,158.17,197.87,203.45,203.45,197.87,158.17,147.87,2014-08-16
320,Sistema,Sistema,140.52,140.52,134.1,134.1,134.1,134.1,134.1,140.52,140.52,140.52,140.52,140.52,140.52,140.52,140.52,140.52,140.52,140.52,153.1,285.1,153.1,153.1,140.52,140.52,2014-08-17
321,Sistema,Sistema,126.86,124.86,124.86,124.86,124.86,124.86,124.86,126.86,157.86,157.86,157.86,157.86,157.86,157.86,157.86,157.86,157.86,157.86,197.86,202.86,197.86,197.86,159.71,157.86,2014-08-18
322,Sistema,Sistema,156.45,150.08,150.08,150.08,156.45,200.08,200.08,203.08,205.08,205.08,206.08,206.08,206.08,206.08,206.08,206.08,206.08,205.08,206.08,235.08,206.08,206.08,203.08,200.08,2014-08-19
323,Sistema,Sistema,152.64,144.64,139.64,139.64,144.64,152.64,152.64,156.63,195.34,195.34,214.64,214.64,214.64,214.64,214.64,214.64,214.64,198.44,219.64,219.64,219.64,214.64,195.34,152.64,2014-08-20
324,Sistema,Sistema,143.82,143.82,143.82,143.82,143.82,148.82,155.05,192.52,192.52,198.82,198.82,198.82,196.83,198.82,198.82,238.82,198.82,192.52,238.82,238.82,238.82,198.82,192.52,155.05,2014-08-21
325,Sistema,Sistema,142.64,132.64,132.64,132.64,132.64,153.82,164.64,187.14,187.14,187.14,187.14,187.64,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.64,187.14,187.14,187.14,164.64,2014-08-22
326,Sistema,Sistema,154.01,154.01,141.72,131.72,141.72,146.17,146.17,154.01,163.72,163.72,171.42,171.42,171.42,163.72,163.72,163.72,163.72,163.72,171.42,171.42,171.42,163.72,156.72,146.17,2014-08-23
327,Sistema,Sistema,160.37,160.37,160.37,157.99,157.99,157.99,155.57,157.99,160.37,160.37,161.57,160.37,160.37,160.37,160.37,160.37,160.37,160.37,161.57,165.26,165.26,165.26,160.37,160.37,2014-08-24
328,Sistema,Sistema,159.08,159.08,159.08,159.08,159.08,159.13,171.27,171.27,171.27,171.98,171.98,171.98,171.27,171.98,171.98,171.98,171.98,171.98,177.78,177.78,177.78,171.98,171.27,170.78,2014-08-25
329,Sistema,Sistema,167.08,167.08,167.08,167.08,167.08,167.08,168.98,171.98,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.98,177.08,175.08,175.08,171.98,167.08,2014-08-26
330,Sistema,Sistema,172.54,172.54,172.54,172.54,172.54,192.04,192.04,322.04,311.04,311.04,311.04,311.04,311.04,311.04,311.04,311.04,311.04,311.04,311.04,322.04,311.04,311.04,247.04,176.04,2014-08-27
331,Sistema,Sistema,180.85,172.8,172.8,172.8,172.8,180.85,180.85,189.9,194.8,239.8,249.8,254.8,247.73,249.8,254.8,249.8,194.8,194.8,249.8,307.9,254.8,194.8,189.9,180.85,2014-08-28
332,Sistema,Sistema,153.66,153.66,153.66,153.66,153.66,176.15,176.15,176.15,181.16,181.16,182.76,182.76,182.76,182.76,192.36,182.76,182.76,181.16,182.76,238.66,182.76,181.16,182.76,176.15,2014-08-29
333,Sistema,Sistema,138.84,79.66,79.04,79.66,105.84,79.66,103.84,138.84,176.33,176.33,176.34,243.84,176.34,176.33,176.33,176.33,176.33,176.33,176.33,243.84,176.33,176.33,176.33,138.84,2014-08-30
334,Sistema,Sistema,156.83,147.89,103.61,103.61,103.61,103.61,93.61,103.61,156.83,156.83,162.01,162.01,162.01,162.01,156.83,156.83,156.83,156.83,162.01,248.61,248.61,176.11,162.01,156.83,2014-08-31
335,Sistema,Sistema,121.07,121.07,121.07,121.07,121.07,153.07,153.07,183.07,201.43,201.43,201.43,238.07,238.07,201.43,238.07,201.43,201.43,201.43,238.07,243.07,243.07,201.43,201.43,162.55,2014-09-01
336,Sistema,Sistema,200.06,196.64,196.64,196.64,196.64,182.64,196.64,196.64,200.06,200.06,200.06,281.64,200.06,200.06,200.06,200.06,200.06,200.06,281.64,281.64,281.64,200.06,196.64,196.64,2014-09-02
337,Sistema,Sistema,180.73,180.73,180.73,180.73,180.73,327.73,281.73,281.73,281.73,281.73,327.73,341.73,282.73,282.73,327.73,327.73,327.73,282.73,341.73,341.73,341.73,281.73,281.73,199.73,2014-09-03
338,Sistema,Sistema,201.71,181.21,181.21,181.21,181.21,201.71,220.61,220.61,220.61,239.65,261.71,282.71,261.71,261.71,282.71,282.71,281.71,261.71,291.71,291.71,291.71,281.71,220.61,201.71,2014-09-04
339,Sistema,Sistema,202.72,163.82,163.82,163.82,163.82,192.27,202.72,202.72,202.72,243.82,243.82,243.82,243.82,243.82,243.82,243.82,243.82,233.82,243.82,243.82,243.82,233.82,202.72,202.72,2014-09-05
340,Sistema,Sistema,166.17,166.17,162.13,162.13,162.13,162.13,166.17,166.17,184.22,184.22,184.22,194.12,194.12,184.22,184.22,184.22,178.81,178.81,194.12,194.12,194.12,184.22,194.12,184.22,2014-09-06
341,Sistema,Sistema,182.87,176.97,176.97,176.97,176.97,162.92,162.92,176.97,162.92,162.92,176.97,176.97,176.97,176.97,176.97,176.97,162.92,176.97,176.97,182.87,182.87,176.97,176.97,162.92,2014-09-07
342,Sistema,Sistema,164.07,164.07,164.07,164.07,164.07,171.84,171.84,181.84,186.94,186.94,186.94,186.94,186.94,186.94,186.94,186.94,186.94,186.94,186.94,246.84,186.94,186.94,181.84,174.95,2014-09-08
343,Sistema,Sistema,170.68,170.68,170.68,170.68,170.68,175.68,176.68,181.68,192.68,192.68,192.68,196.68,192.68,192.68,192.68,192.68,192.68,192.68,196.68,196.68,196.68,192.68,181.68,176.68,2014-09-09
344,Sistema,Sistema,152.93,116.01,103.01,103.01,103.01,172.01,173.01,183.01,174.17,203.11,233.01,233.01,233.01,233.01,233.01,233.01,233.01,233.01,263.01,263.01,233.01,233.01,173.01,172.01,2014-09-10
345,Sistema,Sistema,160.94,160.94,160.94,160.94,160.94,160.94,160.94,168.44,168.44,188.44,188.44,188.44,168.44,168.44,168.44,185.34,168.44,168.44,188.44,229.54,188.44,168.44,168.44,160.94,2014-09-11
346,Sistema,Sistema,155.12,151.58,150.2,145.12,150.2,155.17,155.17,160.57,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,174.8,160.57,155.17,2014-09-12
347,Sistema,Sistema,153.66,153.66,150.42,148.74,148.74,153.66,153.66,153.66,158.66,163.66,183.66,183.66,163.66,163.66,163.66,163.66,158.66,158.66,183.66,183.66,183.66,163.66,153.66,153.66,2014-09-13
348,Sistema,Sistema,147.02,147.02,136.94,136.94,136.94,136.94,136.94,136.94,136.94,141.94,151.94,151.94,151.94,151.94,151.94,148.7,141.94,147.02,181.94,181.94,181.94,159.94,151.94,136.94,2014-09-14
349,Sistema,Sistema,141.8,141.8,141.55,120.04,141.8,151.8,170.8,170.8,170.8,170.8,181.8,181.8,170.8,177.57,181.8,181.8,181.8,177.57,181.8,181.8,181.8,177.57,170.8,170.8,2014-09-15
350,Sistema,Sistema,79.15,79.15,79.15,79.15,79.15,144.15,144.15,144.15,159.15,164.05,164.05,164.05,164.05,164.05,164.05,164.05,164.05,159.15,164.05,164.05,164.05,159.15,144.15,144.15,2014-09-16
351,Sistema,Sistema,143.28,143.28,143.28,143.28,143.28,143.28,143.28,143.29,161.29,162.29,162.29,162.29,162.29,162.29,162.29,162.29,162.29,161.29,162.29,162.29,162.29,151.68,143.29,143.28,2014-09-17
352,Sistema,Sistema,138.16,138.16,135.76,135.76,138.16,142.75,142.75,143.15,149.76,149.76,158.76,219.76,149.76,158.76,219.76,219.76,158.76,143.15,158.76,158.76,149.76,143.7,142.75,142.75,2014-09-18
353,Sistema,Sistema,132.94,132.94,132.94,132.94,132.94,137.44,137.44,142.34,142.34,142.34,152.44,152.44,152.44,152.44,152.44,152.44,152.44,142.34,152.44,152.44,142.34,142.34,142.34,137.44,2014-09-19
354,Sistema,Sistema,131.96,131.96,131.96,131.96,131.96,131.96,131.96,137.06,137.06,137.06,146.96,146.96,146.96,146.96,141.91,137.06,137.06,137.06,146.96,146.96,146.96,140.03,137.06,137.06,2014-09-20
355,Sistema,Sistema,120.82,120.82,120.82,120.82,120.82,120.82,120.82,120.82,120.82,120.82,140.81,140.81,140.81,140.81,140.81,140.81,140.81,140.81,140.81,150.82,140.81,140.81,140.81,120.82,2014-09-21
356,Sistema,Sistema,120.29,120.29,120.29,120.29,120.29,124.17,130.89,130.89,146.89,146.89,152.89,152.89,146.89,146.89,146.89,146.89,140.89,135.89,152.89,152.89,152.89,140.89,130.89,124.17,2014-09-22
357,Sistema,Sistema,118.47,118.47,118.47,118.47,118.47,128.27,128.27,128.27,130.77,132.77,132.77,137.77,132.77,137.77,137.77,137.77,132.77,132.77,162.77,162.77,137.77,132.77,130.77,128.27,2014-09-23
358,Sistema,Sistema,130.34,130.34,127.24,127.24,130.34,130.34,130.34,131.24,147.34,147.34,147.34,147.34,147.34,147.34,147.34,147.34,147.34,147.34,162.24,182.24,147.34,147.34,131.24,130.34,2014-09-24
359,Sistema,Sistema,148.69,148.69,148.69,148.69,148.69,159.58,159.58,159.58,174.09,174.09,174.09,174.09,174.09,174.09,174.09,174.09,174.09,174.09,182.59,174.09,174.09,174.09,159.58,148.69,2014-09-25
360,Sistema,Sistema,192.33,192.33,192.33,192.33,192.33,192.33,182.63,192.33,192.33,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,193.53,192.33,192.33,192.2,2014-09-26
