,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
0,Sistema,Sistema,136.24,136.24,136.24,136.24,136.24,139.73,139.73,149.24,149.24,149.24,154.24,154.24,149.24,149.24,154.24,154.24,149.24,149.24,164.24,164.24,154.24,149.24,149.24,139.73,2013-10-01
1,Sistema,Sistema,141.55,141.55,141.55,141.55,142.45,142.45,142.45,142.45,145.34,151.45,151.45,151.58,151.45,151.45,151.58,151.45,151.45,151.45,170.77,170.77,151.58,151.45,142.45,142.45,2013-10-02
2,Sistema,Sistema,151.21,151.21,151.21,151.21,151.21,155.99,155.99,155.99,162.01,202.01,203.01,202.01,162.01,189.61,189.61,189.61,162.01,162.01,189.61,189.61,202.01,162.01,155.99,151.21,2013-10-03
3,Sistema,Sistema,154.42,154.42,154.42,154.42,154.42,154.42,156.3,156.3,156.3,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,157.42,156.3,154.42,2013-10-04
4,Sistema,Sistema,150.98,159.88,125.88,125.88,125.88,150.98,150.98,150.98,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,159.88,150.98,2013-10-05
5,Sistema,Sistema,111.95,100.95,95.09,71.95,71.95,71.95,71.95,71.95,100.95,111.95,111.95,111.95,150.95,150.95,159.95,111.95,111.95,150.95,171.05,171.05,171.05,171.05,171.05,150.95,2013-10-06
6,Sistema,Sistema,142.49,142.49,142.49,142.49,142.49,147.99,155.99,163.98,184.09,184.09,184.09,184.09,184.09,184.09,184.09,184.09,184.09,184.09,207.99,207.99,184.09,184.09,163.98,163.98,2013-10-07
7,Sistema,Sistema,165.92,165.92,153.84,153.84,165.92,165.92,165.92,168.03,168.03,176.93,176.93,179.34,169.28,176.93,176.93,169.28,169.28,168.03,179.34,179.34,168.03,168.03,168.03,165.92,2013-10-08
8,Sistema,Sistema,122.96,122.96,122.96,122.96,122.96,165.26,165.26,167.98,175.6,208.86,209.86,209.86,209.86,208.86,209.86,208.86,208.86,175.6,208.86,208.86,175.6,167.98,167.98,167.98,2013-10-09
9,Sistema,Sistema,159.86,159.86,145.84,145.84,153.77,159.86,159.86,165.6,165.6,169.86,169.86,170.34,169.86,169.86,169.86,169.86,169.86,165.6,169.86,169.86,165.6,165.6,159.86,159.86,2013-10-10
10,Sistema,Sistema,155.87,155.87,155.87,155.87,155.87,155.87,155.87,164.87,166.46,166.46,171.77,171.77,166.95,166.46,166.46,166.46,166.46,166.46,171.77,171.77,166.46,166.46,164.87,155.87,2013-10-11
11,Sistema,Sistema,160.17,160.17,160.17,160.17,160.17,160.17,160.17,160.17,163.99,209.07,225.07,225.07,163.99,163.99,163.99,163.99,163.99,163.99,163.99,204.07,163.99,163.99,160.17,160.17,2013-10-12
12,Sistema,Sistema,166.23,166.23,166.23,166.23,165.23,164.68,164.68,164.68,166.23,166.23,166.23,166.23,166.23,166.23,166.23,166.23,166.23,166.23,221.73,221.73,221.73,176.73,166.23,166.23,2013-10-13
13,Sistema,Sistema,177.17,177.17,177.17,162.87,162.87,177.17,175.17,177.17,177.17,177.17,182.12,182.12,182.12,182.12,182.12,182.12,182.12,182.12,196.17,201.17,196.17,182.12,182.12,177.17,2013-10-14
14,Sistema,Sistema,146.87,146.87,146.87,146.87,146.87,174.85,181.97,184.47,184.47,184.47,186.97,186.97,186.97,186.97,186.97,186.97,186.97,186.97,204.92,204.92,186.97,184.47,176.97,146.87,2013-10-15
15,Sistema,Sistema,176.74,176.74,176.74,176.74,176.74,176.74,184.19,204.19,204.19,204.19,204.19,212.19,204.19,204.19,204.19,204.19,204.19,204.19,212.19,204.19,204.19,191.19,184.19,176.74,2013-10-16
16,Sistema,Sistema,177.59,177.59,176.59,177.59,177.59,177.59,180.8,180.8,180.8,180.8,198.79,203.49,203.49,203.49,203.49,203.49,203.49,203.49,203.49,203.49,203.49,198.79,180.8,177.59,2013-10-17
17,Sistema,Sistema,172.96,168.06,168.06,168.06,168.86,173.86,173.86,173.86,173.86,176.87,201.08,201.08,201.08,201.08,201.08,201.08,201.08,201.08,201.08,201.08,201.08,201.08,173.86,173.86,2013-10-18
18,Sistema,Sistema,163.31,153.31,153.31,153.31,153.31,153.31,163.31,190.29,197.51,197.51,197.51,197.51,197.51,197.51,197.51,197.51,197.51,197.51,207.31,197.51,197.51,197.51,190.29,190.29,2013-10-19
19,Sistema,Sistema,207.22,207.22,190.22,190.22,190.22,176.93,162.22,190.22,202.22,207.22,207.22,207.22,207.22,207.22,207.22,207.22,207.22,207.22,214.9,214.9,214.9,207.22,207.22,207.22,2013-10-20
20,Sistema,Sistema,151.47,151.47,151.47,151.47,161.47,173.57,173.57,173.57,176.47,176.47,251.47,267.96,216.08,216.08,216.47,216.47,216.08,251.47,267.96,267.96,267.96,176.47,173.57,173.57,2013-10-21
21,Sistema,Sistema,181.67,181.67,181.67,181.67,181.67,181.67,254.77,284.77,294.77,303.77,303.77,303.77,303.77,294.77,303.77,303.77,303.77,303.77,303.77,303.77,303.77,294.77,185.45,181.67,2013-10-22
22,Sistema,Sistema,180.12,180.12,180.12,180.12,180.12,234.62,234.62,234.62,280.73,280.73,280.73,309.62,299.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,309.62,280.73,280.73,234.62,2013-10-23
23,Sistema,Sistema,254.24,233.84,221.34,233.84,254.24,254.24,254.24,254.24,264.34,273.46,273.46,273.46,273.46,273.46,273.46,273.46,273.46,273.46,310.34,310.34,273.46,273.46,254.24,254.24,2013-10-24
24,Sistema,Sistema,255.78,255.78,255.78,255.78,255.78,260.67,255.78,260.67,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,320.77,320.77,271.17,271.17,260.98,255.78,2013-10-25
25,Sistema,Sistema,211.22,211.22,211.22,211.22,211.22,211.22,211.22,231.22,255.22,309.95,326.22,331.22,331.22,326.22,326.22,255.22,301.22,326.22,332.05,332.05,331.22,326.22,255.22,255.22,2013-10-26
26,Sistema,Sistema,232.78,220.78,220.78,232.78,232.78,232.78,220.78,232.78,240.78,240.78,240.78,302.28,302.28,302.28,267.33,240.78,240.78,302.28,302.28,302.28,302.28,302.28,302.28,232.78,2013-10-27
27,Sistema,Sistema,210.14,181.24,157.7,181.24,210.14,210.14,210.14,221.14,221.14,233.14,233.14,271.14,401.14,401.14,401.14,401.14,401.14,401.14,401.14,401.14,401.14,401.14,233.14,221.14,2013-10-28
28,Sistema,Sistema,235.13,235.13,235.13,235.13,235.13,235.13,235.13,235.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,352.13,412.13,412.13,352.13,352.13,267.13,235.13,2013-10-29
29,Sistema,Sistema,361.61,361.61,314.58,311.61,361.61,361.61,361.61,386.61,386.61,386.61,386.61,416.61,386.61,386.61,416.61,416.61,386.61,416.61,426.61,426.61,416.61,386.61,386.61,361.61,2013-10-30
30,Sistema,Sistema,313.81,190.84,190.84,190.84,192.84,361.84,430.84,430.84,430.84,436.04,436.04,436.04,436.04,436.04,436.04,436.04,436.04,436.04,436.04,436.04,436.04,430.84,430.84,357.84,2013-10-31
31,Sistema,Sistema,409.79,365.79,364.79,359.79,365.79,429.69,429.69,429.69,429.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,435.79,429.69,409.79,2013-11-01
32,Sistema,Sistema,324.47,204.57,199.57,199.57,199.57,199.57,324.47,324.47,324.47,394.57,431.47,431.47,431.47,431.47,431.47,431.47,394.57,394.57,431.47,431.47,431.47,394.57,324.47,324.47,2013-11-02
33,Sistema,Sistema,186.39,186.39,186.39,186.39,186.39,186.39,98.78,163.27,286.39,315.89,315.89,366.39,366.39,366.39,366.39,348.01,315.89,186.39,366.39,451.39,367.39,366.39,315.89,186.39,2013-11-03
34,Sistema,Sistema,408.36,408.36,183.28,327.86,327.86,333.36,178.36,333.36,428.36,428.36,442.36,446.36,446.36,446.36,442.36,442.36,442.36,428.36,446.36,446.36,442.36,428.36,408.36,408.36,2013-11-04
35,Sistema,Sistema,185.83,185.83,185.83,185.83,185.83,185.83,185.83,402.43,402.43,402.43,404.43,404.43,404.43,404.43,404.43,404.43,404.43,404.43,409.33,404.43,404.43,404.43,402.43,185.83,2013-11-05
36,Sistema,Sistema,168.06,168.06,168.06,168.11,168.11,168.11,168.11,333.06,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,403.26,403.26,403.26,349.96,308.05,183.06,2013-11-06
37,Sistema,Sistema,168.3,168.3,168.3,168.3,168.3,190.25,190.25,257.9,257.9,257.9,258.05,258.05,257.9,257.9,258.05,258.05,258.05,258.05,258.05,258.05,258.05,258.05,227.25,190.25,2013-11-07
38,Sistema,Sistema,183.05,166.65,166.65,166.65,183.05,195.85,195.85,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,195.85,195.85,182.53,2013-11-08
39,Sistema,Sistema,152.49,152.49,152.49,152.49,152.49,152.49,152.49,157.66,182.51,182.51,182.51,182.51,182.51,176.41,173.39,173.39,173.39,173.39,182.51,182.51,182.51,173.39,173.39,157.66,2013-11-09
40,Sistema,Sistema,126.08,126.08,126.08,126.08,126.08,126.08,126.08,126.08,126.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,177.08,177.08,177.08,177.08,175.08,164.06,2013-11-10
41,Sistema,Sistema,167.34,167.34,167.34,167.34,167.34,167.34,167.34,167.34,181.64,181.64,181.64,181.64,181.64,181.64,181.64,181.64,181.64,181.64,193.56,193.56,193.56,181.64,181.64,181.64,2013-11-11
42,Sistema,Sistema,179.36,175.68,175.68,175.68,179.36,179.36,179.36,181.96,181.96,181.96,200.86,202.86,181.96,181.96,200.86,200.86,200.86,200.86,252.86,252.86,202.86,181.96,179.36,179.36,2013-11-12
43,Sistema,Sistema,162.33,162.33,162.33,162.33,162.33,171.33,171.33,190.33,190.33,190.33,190.33,197.16,190.33,190.33,190.33,190.33,190.33,197.16,202.32,202.32,197.16,190.33,190.33,171.33,2013-11-13
44,Sistema,Sistema,146.16,146.16,146.16,146.16,146.16,153.96,153.96,153.96,153.96,167.07,169.16,169.16,169.16,169.16,199.76,199.76,199.76,182.16,199.76,199.76,214.16,169.16,153.96,153.96,2013-11-14
45,Sistema,Sistema,163.26,153.36,143.84,143.84,153.36,163.26,163.26,163.26,163.26,163.26,163.26,167.36,167.36,167.36,167.36,167.36,167.36,167.36,173.96,173.96,167.36,167.36,167.36,163.26,2013-11-15
46,Sistema,Sistema,152.95,152.37,143.95,143.95,151.63,152.37,152.37,154.38,154.38,157.95,157.95,159.85,157.95,157.95,157.95,157.95,154.38,157.95,159.85,159.85,159.85,157.95,154.38,152.95,2013-11-16
47,Sistema,Sistema,162.47,162.47,153.34,153.34,153.34,153.34,153.34,153.34,162.47,162.47,162.47,162.47,162.47,158.15,158.15,158.15,158.15,162.47,228.74,228.74,228.74,162.47,162.47,157.42,2013-11-17
48,Sistema,Sistema,148.89,148.89,147.49,148.89,148.89,152.49,152.49,163.49,163.49,177.39,177.39,177.39,177.39,177.39,177.39,177.39,177.39,177.39,184.32,184.32,177.39,177.39,163.49,162.31,2013-11-18
49,Sistema,Sistema,160.44,160.24,160.24,160.24,160.44,160.44,160.44,160.44,182.44,182.44,187.73,187.73,187.73,187.73,187.73,187.73,187.73,187.73,187.73,187.73,187.73,182.44,160.44,160.44,2013-11-19
50,Sistema,Sistema,160.62,160.62,160.62,160.62,160.62,160.62,160.62,172.64,176.13,176.13,182.54,182.54,182.54,176.13,182.54,182.54,182.54,182.54,182.54,182.54,182.54,182.54,176.13,160.75,2013-11-20
51,Sistema,Sistema,174.73,168.73,165.69,165.69,168.73,174.73,174.73,181.73,182.73,182.73,182.73,182.73,182.73,182.73,182.73,181.73,174.73,182.73,189.03,189.03,182.73,182.73,181.73,174.73,2013-11-21
52,Sistema,Sistema,158.06,158.06,156.03,158.06,158.06,165.02,167.96,167.96,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,183.06,167.96,167.96,2013-11-22
53,Sistema,Sistema,164.68,164.68,161.73,161.73,161.73,161.73,161.73,164.68,168.63,168.63,168.63,168.63,168.84,168.63,168.63,168.63,168.63,168.63,170.13,170.13,168.63,168.63,168.63,164.68,2013-11-23
54,Sistema,Sistema,170.3,170.3,165.3,165.3,165.3,162.3,161.57,165.3,170.3,170.3,170.3,170.3,170.3,170.3,170.3,170.3,170.3,170.3,177.3,177.3,177.3,170.3,170.3,165.3,2013-11-24
55,Sistema,Sistema,165.01,165.01,162.28,162.28,162.28,165.01,165.01,168.91,174.81,174.81,174.81,174.81,174.81,174.81,174.81,174.81,174.81,174.81,177.01,174.81,174.81,174.81,168.91,165.01,2013-11-25
56,Sistema,Sistema,160.8,160.8,160.8,160.8,160.8,160.8,160.8,173,175.7,175.7,175.7,191.3,175.7,175.7,175.7,175.7,175.7,175.7,191.3,191.3,175.7,173,173,160.8,2013-11-26
57,Sistema,Sistema,95.08,45.08,45.08,45.08,107.08,151.28,151.28,154.08,164.36,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,188.08,164.36,154.08,151.28,2013-11-27
58,Sistema,Sistema,148.71,148.71,148.71,148.71,148.71,150.61,150.61,182.61,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,191.81,182.61,160.71,150.61,2013-11-28
59,Sistema,Sistema,145.03,145.03,145.03,145.03,145.03,145.03,145.03,178.53,190.63,190.63,204.53,204.53,190.63,190.63,190.63,190.63,190.63,190.63,209.22,204.53,190.63,190.63,162.8,161.64,2013-11-29
60,Sistema,Sistema,168.76,166.19,148.66,166.19,166.19,166.19,168.76,166.19,243.66,273.66,318.66,318.66,318.66,318.66,273.66,273.66,243.66,233.66,243.66,243.66,233.66,233.66,224.35,224.35,2013-11-30
61,Sistema,Sistema,182.83,182.83,159.01,177.83,159.01,159.01,159.01,102.83,115.83,182.83,182.83,182.83,182.83,182.83,182.83,177.83,159.01,212.83,234.93,242.83,234.93,227.18,227.18,202.83,2013-12-01
62,Sistema,Sistema,196.77,196.77,184.77,184.77,196.77,196.77,196.77,200.17,200.17,200.17,200.17,222.77,200.17,222.77,226.89,226.89,222.77,222.77,226.89,226.89,226.89,222.77,200.17,196.77,2013-12-02
63,Sistema,Sistema,161.57,112.39,112.39,112.39,112.39,161.57,167.39,184.39,184.39,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,191.59,167.39,161.57,2013-12-03
64,Sistema,Sistema,159.3,148.67,139.33,139.33,159.3,159.3,166.96,166.96,176.35,176.35,176.35,176.35,176.35,176.35,176.35,176.35,176.35,176.35,177.65,177.65,177.65,176.35,167.28,166.96,2013-12-04
65,Sistema,Sistema,122.63,122.63,115.58,115.58,122.63,122.63,122.63,122.63,162.1,165.53,165.53,165.53,165.53,165.53,165.53,165.53,165.53,165.53,192.48,192.48,186.58,165.53,162.1,147.58,2013-12-05
66,Sistema,Sistema,147.03,144.03,139.51,116.03,139.51,144.03,156.77,161.83,161.83,161.83,164.88,182.13,164.88,164.88,164.88,164.88,161.83,164.88,182.13,182.13,182.13,161.83,161.83,156.77,2013-12-06
67,Sistema,Sistema,161.97,161.97,161.97,158.35,161.97,161.97,161.97,184.97,184.97,184.97,184.97,191.92,191.92,184.97,184.97,184.97,184.97,184.97,191.92,191.92,191.92,184.97,184.97,171.97,2013-12-07
68,Sistema,Sistema,169.55,160.4,143.17,143.17,127.17,126.17,47.15,143.17,169.55,169.55,193.17,212.17,212.17,193.17,193.17,169.55,169.55,193.17,212.17,212.17,212.17,212.17,212.17,169.55,2013-12-08
69,Sistema,Sistema,161.52,161.52,157.99,157.99,157.99,161.52,171.52,181.52,202.52,202.52,202.52,208.52,202.52,202.52,202.52,202.52,202.52,202.52,211.62,211.62,211.62,202.52,202.52,171.52,2013-12-09
70,Sistema,Sistema,163.69,163.69,161.16,161.16,161.16,163.69,163.69,166.81,183.69,193.69,193.69,202.59,193.69,193.69,193.69,193.69,193.69,193.69,202.59,202.59,202.59,193.69,166.81,166.81,2013-12-10
71,Sistema,Sistema,154.29,154.29,154.29,154.29,154.29,161.76,164.29,164.29,188.99,188.99,188.99,188.99,188.99,188.99,188.99,188.99,188.99,188.99,194.29,194.29,194.29,188.99,188.99,164.29,2013-12-11
72,Sistema,Sistema,153.97,152.45,139.97,139.97,139.97,153.97,153.97,153.97,153.97,173.45,173.45,184.87,184.87,184.87,184.87,184.87,184.87,184.87,195.97,195.97,184.87,184.87,164.2,153.97,2013-12-12
73,Sistema,Sistema,134.85,134.85,134.85,134.85,134.85,134.85,144.54,160.06,160.06,160.06,160.06,160.06,160.06,160.06,160.06,160.06,160.06,160.06,188.26,188.26,164.34,160.06,160.06,134.85,2013-12-13
74,Sistema,Sistema,164.7,164.7,164.7,164.7,164.7,164.7,164.7,164.7,168.7,176.4,176.4,176.4,176.4,176.4,176.4,176.4,168.7,176.4,189.7,189.7,189.7,176.4,176.4,164.7,2013-12-14
75,Sistema,Sistema,183.05,183.05,154.57,154.57,154.57,154.57,147.05,152.05,183.05,183.05,195.95,195.95,183.05,183.05,183.05,183.05,183.05,183.05,195.95,195.95,195.95,195.95,183.05,183.05,2013-12-15
76,Sistema,Sistema,179.17,158.27,158.27,158.27,158.27,179.17,179.17,183.97,183.97,183.97,186.07,186.07,183.97,183.97,187.07,187.07,186.07,183.97,187.07,187.07,187.07,187.07,183.97,183.97,2013-12-16
77,Sistema,Sistema,179.55,179.55,179.55,179.55,179.55,179.55,180.66,179.55,186.26,186.26,186.26,200.56,200.56,200.56,200.56,186.26,186.26,186.26,200.56,200.56,186.26,186.26,180.66,180.66,2013-12-17
78,Sistema,Sistema,186.15,186.15,184.05,184.05,184.05,184.05,185.95,186.15,186.15,200.95,200.95,200.95,200.95,200.95,200.95,200.95,200.95,186.15,213.95,200.95,200.95,186.15,186.15,185.95,2013-12-18
79,Sistema,Sistema,154.13,154.13,154.13,154.13,154.13,161.93,154.13,176.93,182.03,182.03,182.09,182.09,182.09,182.09,182.09,182.03,182.03,182.03,182.09,182.09,182.09,182.03,176.93,166.93,2013-12-19
80,Sistema,Sistema,162.02,161.52,161.52,161.52,161.52,161.52,162.02,161.52,164.52,165.62,165.62,165.62,165.62,165.62,165.62,165.62,165.62,165.62,176.71,176.71,165.62,165.62,162.02,162.02,2013-12-20
81,Sistema,Sistema,164.33,157.2,157.2,157.2,164.33,164.33,164.33,164.33,164.33,164.33,165.83,167.93,165.83,165.83,164.33,164.33,164.33,164.33,167.93,167.93,167.93,166.32,166.32,164.33,2013-12-21
82,Sistema,Sistema,168.07,164.17,164.17,163.7,163.7,163.7,163.7,164.17,163.7,164.17,168.07,168.07,168.07,168.07,168.07,168.07,168.07,168.07,169.17,170.17,169.17,169.17,168.07,168.07,2013-12-22
83,Sistema,Sistema,156.52,153.16,149.66,149.66,149.66,153.16,153.16,156.52,161.16,161.16,164.85,164.85,164.85,164.85,161.66,161.66,161.16,161.16,164.85,164.85,164.85,164.85,160.16,156.52,2013-12-23
84,Sistema,Sistema,151.87,151.87,150.59,144.05,151.87,151.87,151.87,151.87,154.47,154.47,154.47,154.47,154.47,154.47,154.47,154.47,151.87,154.47,155.37,155.37,154.47,154.47,151.87,151.87,2013-12-24
85,Sistema,Sistema,95.37,95.37,95.37,95.37,95.37,95.37,95.37,95.37,95.37,95.37,95.37,95.37,106.37,95.37,95.37,95.37,95.37,106.37,144.37,144.37,144.37,116.37,108.37,95.37,2013-12-25
86,Sistema,Sistema,94.67,93.82,93.82,93.82,93.82,94.67,94.67,94.67,101.67,101.67,101.67,108.67,108.67,105.67,108.67,108.67,101.67,105.67,183.67,183.67,183.67,108.67,101.67,95.67,2013-12-26
87,Sistema,Sistema,98.09,98.09,98.09,98.09,98.09,98.09,98.09,98.09,104.59,105.09,105.09,105.09,105.09,105.09,105.79,105.79,105.79,105.79,105.79,105.79,105.79,105.79,105.09,105.09,2013-12-27
88,Sistema,Sistema,100.6,100.6,100.6,93.9,100.6,100.6,100.6,100.6,100.6,101.8,114.4,114.4,114.4,114.4,114.4,105.6,101.8,101.8,114.4,193.6,114.4,114.4,101.8,100.6,2013-12-28
89,Sistema,Sistema,126.88,116.88,116.88,116.88,116.88,116.88,116.88,116.88,119.88,126.88,186.48,186.48,186.48,186.48,186.48,186.48,126.88,126.88,190.88,190.88,190.88,186.48,186.48,126.88,2013-12-29
90,Sistema,Sistema,155.73,107.73,105.73,105.73,105.73,155.73,155.73,164.73,164.73,185.73,185.73,185.73,185.73,185.73,185.73,174.87,174.87,174.87,195.73,195.73,195.73,185.73,174.87,164.73,2013-12-30
91,Sistema,Sistema,173.78,173.78,171.38,171.38,171.38,171.38,171.38,173.78,173.78,178.38,178.38,178.38,178.38,178.38,178.38,173.78,173.78,173.78,178.38,178.38,178.38,178.38,173.78,173.78,2013-12-31
92,Sistema,Sistema,176.7,176.7,154.15,154.15,154.15,123.8,123.8,123.8,123.8,123.8,153.56,154.15,154.15,154.15,123.8,123.8,123.8,123.8,176.7,176.7,176.7,176.7,154.15,154.15,2014-01-01
93,Sistema,Sistema,110.95,110.95,107.95,107.95,110.95,110.95,115.95,153.75,153.75,154.3,154.3,154.3,154.3,154.3,154.3,154.3,154.3,154.3,196.06,204.05,196.06,196.06,154.3,153.75,2014-01-02
94,Sistema,Sistema,151.47,143.02,143.02,143.02,143.02,143.02,143.02,151.47,173.12,173.12,173.12,173.12,173.12,173.12,173.12,173.12,173.12,173.12,191.13,191.13,191.13,173.12,173.12,151.47,2014-01-03
95,Sistema,Sistema,155.08,155.08,155.08,155.08,155.08,155.08,155.08,155.08,155.08,158.08,158.08,162.19,162.19,162.19,158.08,158.08,158.08,158.08,162.19,162.19,162.19,162.19,158.08,155.08,2014-01-04
96,Sistema,Sistema,178.21,156.81,152.11,152.11,152.11,152.11,151.46,152.11,156.81,178.21,178.21,178.21,178.21,178.21,178.21,178.21,178.21,178.21,179.22,179.22,179.22,179.22,178.21,178.21,2014-01-05
97,Sistema,Sistema,182.45,182.45,182.45,182.45,182.45,182.45,182.45,182.45,182.45,188.67,188.67,188.67,188.67,188.67,188.67,188.67,188.67,188.67,190.05,190.05,190.05,190.05,188.67,188.67,2014-01-06
98,Sistema,Sistema,152.3,152.3,148.07,150.09,152.3,155.36,167.96,176.96,177.26,177.26,177.26,177.26,177.26,177.26,177.26,177.26,177.26,177.26,191.46,191.46,178.96,177.26,177.26,167.96,2014-01-07
99,Sistema,Sistema,123.67,123.67,123.67,123.67,145.15,152.01,152.01,169.27,169.27,173.67,181.67,181.67,181.67,181.67,181.67,181.67,181.67,173.67,181.67,181.67,181.67,178.67,169.27,152.01,2014-01-08
100,Sistema,Sistema,152.47,148.68,116.13,152.47,152.47,158.13,158.13,164.11,164.11,164.11,167.83,167.83,167.83,167.83,167.83,167.83,167.83,167.83,167.83,167.83,167.83,167.83,164.11,158.13,2014-01-09
101,Sistema,Sistema,153.08,153.08,123.74,123.74,123.74,153.08,153.08,162.24,162.24,162.24,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,162.24,162.24,2014-01-10
102,Sistema,Sistema,107.32,91.12,38.94,91.12,91.12,107.32,116.32,146.8,155.22,155.22,155.22,155.22,155.22,155.22,155.22,155.22,155.22,155.22,189.92,189.92,155.22,155.22,155.22,154.66,2014-01-11
103,Sistema,Sistema,91.53,91.53,91.53,91.53,91.53,91.53,91.53,91.53,91.53,91.53,105.73,116.73,145.73,145.73,116.73,116.73,107.73,91.53,155.08,155.08,155.08,155.08,118.73,91.53,2014-01-12
104,Sistema,Sistema,144.27,125.27,116.27,91.07,116.27,144.27,154.34,154.34,156.27,156.27,156.27,183.27,183.27,183.27,183.27,183.27,156.27,156.27,183.27,183.27,183.27,156.27,156.27,154.34,2014-01-13
105,Sistema,Sistema,144.03,144.03,144.03,144.03,144.03,144.03,148.4,149.29,149.29,152.1,153.03,153.03,153.03,153.03,153.03,153.03,153.03,152.1,158.03,158.03,153.03,152.1,149.29,149.29,2014-01-14
106,Sistema,Sistema,147.52,147.52,147.52,147.52,147.52,147.71,147.71,147.71,150.72,150.72,150.72,150.72,150.72,150.72,150.72,150.72,150.72,150.72,153.72,154.22,150.72,150.72,150.72,149.03,2014-01-15
107,Sistema,Sistema,134.8,134.8,134.8,134.8,134.8,145.7,145.7,145.7,161.8,161.8,161.8,161.8,149.37,149.37,149.37,149.37,149.37,149.37,161.8,163.8,149.37,149.37,145.7,144.8,2014-01-16
108,Sistema,Sistema,148.46,148.46,148.46,148.46,148.46,149.56,149.56,149.56,149.56,149.56,154.46,158.66,154.46,154.46,158.66,158.66,158.66,154.46,158.66,162.46,158.66,158.66,149.56,149.56,2014-01-17
109,Sistema,Sistema,157.36,160.92,157.36,157.36,157.36,157.36,157.36,157.36,159.56,159.56,162.66,162.66,162.66,162.66,162.66,159.56,159.56,159.56,162.66,162.66,162.66,161.06,157.36,157.36,2014-01-18
110,Sistema,Sistema,156.62,156.62,156.62,156.62,156.62,156.62,155.92,156.62,156.62,156.62,161.52,161.52,161.52,159.08,159.08,159.08,156.62,156.62,161.52,171.22,169.22,161.52,159.08,156.62,2014-01-19
111,Sistema,Sistema,154.31,151.95,151.95,151.95,151.95,154.31,157.85,158.35,166.4,166.4,166.4,174.95,174.95,174.95,174.95,174.95,174.95,166.4,184.65,184.65,184.65,174.95,166.4,157.85,2014-01-20
112,Sistema,Sistema,152.69,152.65,152.65,152.69,152.69,152.69,154.29,154.29,154.29,160.79,161.74,161.74,161.74,161.74,161.74,161.74,161.74,160.79,161.74,161.74,161.74,160.79,154.29,153.29,2014-01-21
113,Sistema,Sistema,152.79,152.65,152.65,152.65,152.79,154.59,154.59,154.59,154.59,160.79,162.09,162.09,162.09,162.09,162.09,162.09,160.79,162.09,172.79,172.79,172.79,154.59,154.59,152.79,2014-01-22
114,Sistema,Sistema,153.98,148.81,148.81,148.81,148.81,154.11,154.31,161.01,161.01,161.01,161.01,168.81,168.81,168.81,168.81,168.81,168.81,168.81,182.81,182.81,168.81,168.81,161.01,154.31,2014-01-23
115,Sistema,Sistema,152.8,152.8,148.33,146.3,152.8,152.8,152.8,153.68,163.55,163.55,163.55,163.55,163.55,163.55,169.3,169.3,163.55,163.55,169.3,171.3,163.55,163.55,153.68,152.8,2014-01-24
116,Sistema,Sistema,148.46,148.46,148.46,148.46,148.46,148.46,148.46,154.56,157.96,161.96,161.96,163.21,163.21,161.96,161.96,155.34,155.34,155.34,161.96,163.21,161.96,155.34,154.56,148.46,2014-01-25
117,Sistema,Sistema,173.24,166.64,158.69,158.69,158.69,158.69,158.69,158.69,158.69,166.64,173.24,173.24,173.24,173.24,173.24,166.64,158.69,158.69,180.64,181.64,181.64,180.64,173.24,173.24,2014-01-26
118,Sistema,Sistema,146.8,144.88,144.88,144.88,153.9,153.9,153.9,155.31,161.8,161.8,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,201.8,178.7,178.7,156.8,153.9,2014-01-27
119,Sistema,Sistema,163.28,163.28,163.28,163.28,163.28,163.28,163.68,163.68,169.28,169.28,176.18,176.18,176.18,176.18,176.18,176.18,176.18,169.28,176.18,176.18,176.18,169.28,163.68,163.28,2014-01-28
